batch_id,category,product_slug,product_name,source_path,source_filename,target_path,target_filename,detected_type,confidence,width,height,file_size_bytes,extension,contains_old_brand_filename,contains_contact_filename,action,status,notes
20260717072102-ir1o25,tool-safety-lanyards,spring-coil-safety-lanyard,Spring Coil Safety Lanyard,image-import/tool-safety-lanyards/spring-coil-safety-lanyard/,stainless-steel-inside-spring-coil-safety50197102823.webp,image-import/tool-safety-lanyards/spring-coil-safety-lanyard/,review-original-04.webp,review,low,730,730,49336,.webp,false,false,review,review,No reliable filename keyword; dimensions alone are insufficient to confirm visible content or a main image. Manual type review is required; this file will not be renamed automatically.
20260717072102-ir1o25,tool-safety-lanyards,spring-coil-safety-lanyard,Spring Coil Safety Lanyard,image-import/tool-safety-lanyards/spring-coil-safety-lanyard/,stainless-steel-inside-spring-coil-safety50204792854.webp,image-import/tool-safety-lanyards/spring-coil-safety-lanyard/,review-original-05.webp,review,low,730,730,47232,.webp,false,false,review,review,No reliable filename keyword; dimensions alone are insufficient to confirm visible content or a main image. Manual type review is required; this file will not be renamed automatically.
20260717072102-ir1o25,tool-safety-lanyards,spring-coil-safety-lanyard,Spring Coil Safety Lanyard,image-import/tool-safety-lanyards/spring-coil-safety-lanyard/,stainless-steel-inside-spring-coil-safety50207592847.webp,image-import/tool-safety-lanyards/spring-coil-safety-lanyard/,review-original-06.webp,review,low,730,730,45000,.webp,false,false,review,review,No reliable filename keyword; dimensions alone are insufficient to confirm visible content or a main image. Manual type review is required; this file will not be renamed automatically.
20260717072102-ir1o25,suspension-hanging-kits,lighting-suspension-cable-kit,Lighting Suspension Cable Kit,image-import/suspension-hanging-kits/lighting-suspension-cable-kit/,59461572136.webp,image-import/suspension-hanging-kits/lighting-suspension-cable-kit/,review-original-01.webp,review,low,730,730,70222,.webp,false,false,review,review,No reliable filename keyword; dimensions alone are insufficient to confirm visible content or a main image. Manual type review is required; this file will not be renamed automatically.
20260717072102-ir1o25,suspension-hanging-kits,lighting-suspension-cable-kit,Lighting Suspension Cable Kit,image-import/suspension-hanging-kits/lighting-suspension-cable-kit/,59470947218.webp,image-import/suspension-hanging-kits/lighting-suspension-cable-kit/,review-original-02.webp,review,low,730,730,142682,.webp,false,false,review,review,No reliable filename keyword; dimensions alone are insufficient to confirm visible content or a main image. Manual type review is required; this file will not be renamed automatically.
20260717072102-ir1o25,suspension-hanging-kits,lighting-suspension-cable-kit,Lighting Suspension Cable Kit,image-import/suspension-hanging-kits/lighting-suspension-cable-kit/,59477040956.webp,image-import/suspension-hanging-kits/lighting-suspension-cable-kit/,review-original-03.webp,review,low,730,730,71988,.webp,false,false,review,review,No reliable filename keyword; dimensions alone are insufficient to confirm visible content or a main image. Manual type review is required; this file will not be renamed automatically.
20260717072102-ir1o25,suspension-hanging-kits,lighting-suspension-cable-kit,Lighting Suspension Cable Kit,image-import/suspension-hanging-kits/lighting-suspension-cable-kit/,59484697216.webp,image-import/suspension-hanging-kits/lighting-suspension-cable-kit/,review-original-04.webp,review,low,730,730,78856,.webp,false,false,review,review,No reliable filename keyword; dimensions alone are insufficient to confirm visible content or a main image. Manual type review is required; this file will not be renamed automatically.
20260717072102-ir1o25,suspension-hanging-kits,lighting-suspension-cable-kit,Lighting Suspension Cable Kit,image-import/suspension-hanging-kits/lighting-suspension-cable-kit/,59489384823.webp,image-import/suspension-hanging-kits/lighting-suspension-cable-kit/,review-original-05.webp,review,low,730,730,108186,.webp,false,false,review,review,No reliable filename keyword; dimensions alone are insufficient to confirm visible content or a main image. Manual type review is required; this file will not be renamed automatically.
20260717072102-ir1o25,suspension-hanging-kits,adjustable-cable-gripper-kit,Adjustable Cable Gripper Kit,image-import/suspension-hanging-kits/adjustable-cable-gripper-kit/,terminal-original-01.webp,image-import/suspension-hanging-kits/adjustable-cable-gripper-kit/,terminal-original-01.webp,terminal,high,730,730,21724,.webp,false,false,keep,kept,Already uses the approved source-image naming pattern.
20260717072102-ir1o25,suspension-hanging-kits,led-panel-suspension-kit,LED Panel Suspension Kit,image-import/suspension-hanging-kits/led-panel-suspension-kit/,led-panel-light-hanging-suspension-kit29529442047.webp,image-import/suspension-hanging-kits/led-panel-suspension-kit/,review-original-01.webp,review,low,730,730,22578,.webp,false,false,review,review,No reliable filename keyword; dimensions alone are insufficient to confirm visible content or a main image. Manual type review is required; this file will not be renamed automatically.
